,Defendant_Sex,Defendant_Race,Defendant_Age,Defendant_AgeGroup,Defendant_IndigencyStatus,PriorConvs_Fel,PriorConvs_Misd,PriorFTAConvs,PriorVPRAIViolConvs,PriorVPRAIViolConvs_Fel,PriorVPRAIViolConvs_Misd,WhetherDefendantWasReleasedPretrial,BondTypeAtInitialContact,BondAmountAtInitialContact,ContactEvent_WhetherOffensePunishablebyIncaration,CaseType_MostSerChargeinContactEvent_regardlessofFinalDisp,CurrentCharge_VPRAIViolent,CurrentCharge_PSAViolent,FinalDispositionAllCharges_v1,ImposedSentenceMostSeriousConvictionInContactEvent,VPRAI_TotalPoints_Opt1,VPRAI_RiskLevel_Opt2,VPRAI_TotalPoints_Opt2,VPRAI_RiskLevel_Opt2,VPRAI_PTPlacementRiskLevel,PSA_FTA_TotalPoints,PSA_FTA_RiskLevelScale,PSA_NCA_TotalPoints,PSA_NCA_RiskLevelScale,UnemploymentRate_October2017_BureauofLaborStatistics,GiniIndex,WhiteAlonePercentage_PopulationEstimate_2017_Census,AfricanAmericanAlonepercentage_PopulationEstimate_2017,AsianAlonepercentage_PopulationEstimate_2017_Census,Male_MedianAge_2017Census,Female_MedianAge_2017Census,FollowUp_ArrestedforNewOff,FollowUp_ChargedWithNewFTA,NewArrest_VCC,NewArrest_Type,NewArrest_VCCClassification,NewArrest_Disposition,FollowUp_ArrestedForNewOffPunishableByIncarceration,NewArrestPunishableByIncarceration_Type,FollowUp_NewFelonyArrest,NewFelonyArrest_VCC,NewFelonyArrest_VCCPrefix,NewFelonyArrest_VCCClassification,NewFelonyArrest_Type,NewFelonyArrest_Disposition,FollowUp_NewVPRAIViolentArrest,NewVPRAIViolentArrest_VCC,NewVPRAIViolentArrest_VCCPrefix,NewVaCode297ViolentOff_VCC,NewVaCode297ViolentOff_Disposition,recid
94,M,B,39,4,1,0,0,0,0,0,0,1,7, ,1,F,0,0,1, ,3,2,4,2, ,0,1,0,1,3.7,.39,53.9,43.1,.5,48.9,50.6,1,0,TRS5720M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
95,F,W,59,6,0,0,0,0,0,0,0,1,7, ,1,F,0,0,1, ,3,2,4,2, ,0,1,0,1,5.5,.48,92.3,5.9,.4,38.7,43.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
96,M,W,19,2,1,0,0,0,0,0,0,1,7, ,1,F,1,1,5,240,3,2,4,2, ,0,1,2,2,3.1,.38,76,13.7,5.8,37.6,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
97,F,W,53,5,0,10,8,2,0,0,0,1,7, ,1,F,0,0,5,120,10,6,11,6, ,2,3,5,4,3.5,.43,76.2,16,4.1,37.4,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
98,M,B,28,3,0,8,10,1,0,0,0,1,7, ,1,F,0,0,1, ,8,5,9,5, ,3,4,7,5,3.5,.43,76.2,16,4.1,37.4,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
99,M,B,24,2,0,0,0,0,0,0,0,1,7, ,1,F,0,0,5,120,5,3,6,3, ,1,2,3,3,3.5,.43,76.2,16,4.1,37.4,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
100,M,B,29,3,1,3,5,0,3,1,2,0,7, ,1,F,1,1,3, ,7,4,8,4, ,2,3,9,6,5.1,.48,45.8,50.8,1.2,37.5,45,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
101,M,B,25,2,1,0,5,0,0,0,0,1,7, ,1,M,0,0,1, ,2,2,3,2, ,1,2,3,3,5.1,.48,45.8,50.8,1.2,37.5,45,1,0,NAR3032F5,F,F5,0,1,F,1,NAR3032F5,NAR,F5,F,0,0, , , , ,1
102,F,B,32,3,0,0,0,0,0,0,0,1,7, ,1,F,0,0,5,12,7,4,8,4, ,0,1,0,1,3.7,.47,67.8,24.1,3,30.5,30,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
103,M,B,38,4,1,0,3,0,1,0,1,1,7, ,1,F,1,1,1, ,4,3,5,3,2,2,3,5,4,3.7,.47,67.8,24.1,3,30.5,30,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
104,M,W,38,4,0,0,0,0,0,0,0,1,7, ,1,F,0,1,5,120,6,4,7,4, ,1,2,3,3,3.7,.47,67.8,24.1,3,30.5,30,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
105,F,W,44,4,0,1,1,0,0,0,0,1,7, ,1,F,0,0,1, ,6,4,7,4, ,1,2,2,2,3.7,.47,67.8,24.1,3,30.5,30,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
106,M,B,38,4,1,1,5,0,0,0,0,1,7, ,1,F,0,0,1, ,6,4,7,4, ,1,2,4,3,3.7,.47,67.8,24.1,3,30.5,30,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
107,M,W,33,3,1,7,7,0,0,0,0,1,7, ,1,F,0,0,5,120,9,5,10,5,3,3,4,7,5,4.3,.48,65.9,28.4,2.9,27,29.1,1,0,LAR2808F9,F,F9,1,1,F,1,LAR2808F9,LAR,F9,F,1,0, , , , ,1
108,M,B,29,3,1,3,3,0,0,0,0,1,7, ,1,F,0,0,1, ,9,5,10,5, ,2,3,7,5,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
109,M,B,31,3,1,0,5,2,0,0,0,1,7, ,1,F,0,0,5,12,3,2,4,2, ,4,4,4,3,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
110,M,W,34,3,0,0,0,0,0,0,0,1,7, ,1,F,1,1,5,120,0,1,1,1, ,0,1,0,1,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
111,M,W,33,3,0,10,4,0,0,0,0,0,7, ,1,F,0,0,5,36,11,6,12,6, ,4,4,8,5,3.1,.45,80.8,11.9,2.6,35.4,38,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
112,M,W,43,4,0,0,4,0,0,0,0,0,7, ,1,M,1,1,5,4,2,2,3,2, ,1,2,3,3,3.1,.45,80.8,11.9,2.6,35.4,38,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
113,M,W,20,2,0,0,0,0,0,0,0,1,7, ,1,F,0,0,5,12,3,2,4,2,3,0,1,2,2,3.1,.45,80.8,11.9,2.6,35.4,38,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
114,F,W,32,3,0,3,8,0,0,0,0,0,7, ,1,F,0,0,5,60,10,6,11,6, ,5,5,6,4,3.1,.45,80.8,11.9,2.6,35.4,38,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
115,M,W,46,5,1,0,0,0,0,0,0,1,1, ,1,F,1,1,5,2,0,1,1,1,1,0,1,0,1,2.3,.44,75.5,9.5,10.8,34.6,35,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
116,M,B,30,3,0,1,9,0,0,0,0,1,2,2000,1,F,0,0,5,.985626283367556,4,3,5,3, ,1,2,4,3,3.4,.43,89.7,7.1,1.3,45.6,47.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
117,M,B,27,3,0,0,5,0,2,0,2,1,1, ,1,F,1,1,5,12,3,2,4,2,2,1,2,4,3,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
118,F,W,31,3,0,2,4,2,0,0,0,1,2,1000,1,F,0,0,5,54,9,5,10,5, ,3,4,7,5,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
119,M,B,43,4,1,4,17,5,3,3,0,1,3,4000,1,M,0,0,5,12,10,6,11,6, ,5,5,10,6,3.3,.42,79.5,14.9,1.7,38.5,39.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
120,F,B,36,4,1,0,1,0,1,0,1,1,3,3000,1,F,0,0,3, ,5,3,6,3, ,1,2,2,2,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
121,M,W,41,4,0,5,7,1,0,0,0,0,1, ,1,S,0,0,1, ,8,5,9,5, ,3,4,7,5,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
122,M,B,29,3,0,0,0,0,0,0,0,1,2,2000,1,F,0,0,1, ,3,2,4,2, ,0,1,0,1,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
123,M,B,27,3,0,0,1,0,0,0,0,1,3,1000,1,S,0,0,5,.328542094455852,2,2,3,2, ,1,2,1,2,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
124,M,W,39,4,1,1,4,0,1,0,1,1,2,2500,1,M,1,1,1, ,2,2,3,2, ,1,2,3,3,4.1,.45,74.6,22.5,.7,45.8,48.9,1,0,ASL1315M1,M,M1,0,1,M,0, , , , , ,1,ASL1315M1,ASL, , ,1
125,M,W,36,4,0,5,10,0,3,0,3,0,1, ,1,F,0,0,5,44,9,5,10,5, ,2,3,9,6,4.6,.48,94.6,3.7,.3,42.1,47,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
126,M,W,45,4,1,6,9,2,2,1,1,1,1, ,1,F,0,0,5,2,8,5,9,5, ,6,5,7,5,3,.38,62.9,22.1,9.1,34.5,36,1,1,NAR3020M9,M,M9,1,1,M,0, , , , , ,0, , , , ,1
127,M,W,23,2,1,3,13,0,3,0,3,1,3,1500,1,S,0,0,5,0,7,4,8,4, ,1,2,4,3,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
128,M,W,29,3,1,3,1,0,0,0,0,1,2,5000,1,F,0,0,5,6,6,4,7,4, ,3,4,3,3,3.9,.45,94.7,2.9,.6,44.3,46.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
129,M,B,41,4,0,1,30,4,6,0,6,1,2,1500,1,M,0,0,5,12,6,4,7,4, ,3,4,9,6,2.6,.52,69.9,18.7,7.8,30.6,32.1,1,0,CON3286S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
130,M,B,30,3,0,0,3,0,0,0,0,0,1, ,1,F,0,0,5,5,2,2,3,2, ,1,2,3,3,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
131,M,B,53,5,0,16,9,0,0,0,0,0,1, ,1,F,0,0,5,115,9,5,10,5, ,3,4,7,5,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
132,M,W,31,3,1,1,15,2,4,0,4,1,1, ,1,M,1,0,1, ,10,6,11,6, ,3,4,9,6,3.4,.41,61.9,30.4,3.5,35.6,38.3,1,0,HWY5402M9,M,M9,0,1,M,0, , , , , ,0, , , , ,1
133,M,W,40,4,0,19,1,0,0,0,0,0,1, ,1,F,0,0,5,132,6,4,7,4, ,2,3,4,3,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
134,M,B,27,3,0,0,8,1,0,0,0,1,3,4000,1,S,0,0,5,0,2,2,3,2, ,3,4,6,4,5.1,.48,45.8,50.8,1.2,37.5,45,1,1,LIC6809M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
135,M,B,26,3,0,0,0,0,0,0,0,1,2,5000,1,S,0,0,5,.328542094455852,0,1,1,1, ,1,2,3,3,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
136,M,B,27,3,1,1,4,2,0,0,0,1,1, ,1,F,1,1,1, ,9,5,10,5, ,7,6,9,6,4.1,.43,49.1,42.4,3.4,32,35.3,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
137,M,B,29,3,1,0,2,0,1,0,1,1,2,1000,1,M,1,1,3, ,2,2,3,2, ,3,4,3,3,4.1,.49,49.2,42.5,3.8,28.9,33.1,1,1,KID1018M3,M,M3,0,1,M,0, , , , , ,0, , , , ,1
138,M,B,36,4,1,0,2,1,0,0,0,1,2,1000,1,S,0,0,3, ,2,2,3,2, ,2,3,1,2,4.1,.49,49.2,42.5,3.8,28.9,33.1,1,1,CON3279S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
139,M,B,21,2,0,0,0,0,0,0,0,1,1, ,1,F,0,0,5,240,4,3,5,3, ,0,1,2,2,3.9,.54,45.9,48.8,2.3,33.2,34.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
140,M,B,45,4,1,1,0,0,1,1,0,1,1, ,1,F,1,1,5,12,2,2,3,2, ,1,2,2,2,3.6,.43,52.4,42.4,1.9,36.4,39.3,1,0,CON3210S9,M,S9,0,1,M,0, , , , , ,0, , , , ,1
141,F,W,21,2,0,0,0,0,0,0,0,1,3,2500,1,M,0,0,5,2.95687885010267,0,1,1,1, ,0,1,2,2,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
142,M,W,22,2,0,6,0,0,0,0,0,0,1, ,1,S,0,0,5,0,6,4,7,4, ,1,2,6,4,3.2,.42,67.8,20.2,7.2,34.5,37.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
143,F,W,35,3,1,0,2,1,1,0,1,1,1, ,1,F,1,1,5,12,4,3,5,3,2,3,4,3,3,3.9,.43,81.8,12.9,1.2,36.6,40.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
144,M,B,56,6,1,1,3,0,2,1,1,1,1, ,1,F,1,1,5,60,3,2,4,2, ,1,2,3,3,3.7,.42,77.3,18.9,.5,43.6,46.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
145,M,B,54,5,0,0,0,0,0,0,0,1,3,5000,1,F,0,0,5,48,5,3,6,3, ,1,2,3,3,2.3,.44,75.5,9.5,10.8,34.6,35,1,0,LAR2707F9,F,F9,8,1,F,1,LAR2707F9,LAR,F9,F,8,0, , , , ,1
146,M,B,54,5,1,2,2,0,1,1,0,1,2,10000,1,F,0,0,1, ,8,5,9,5, ,3,4,8,5,2.3,.44,75.5,9.5,10.8,34.6,35,1,0,LIC6808M2,M,M2,1,1,M,0, , , , , ,0, , , , ,1
147,M,W,33,3,0,5,9,1,4,3,1,0,1, ,1,F,0,0,5,12,6,4,7,4, ,3,4,9,6,4.3,.42,63.2,34.1,.5,41.7,46.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
148,M,B,27,3,0,2,7,1,0,0,0,1,2,1500,1,M,1,1,1, ,4,3,5,3, ,2,3,6,4,3.6,.44,82,14.5,1.1,41.6,44.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
149,M,B,30,3,0,5,3,0,5,3,2,0,1, ,1,F,0,0,5,42,7,4,8,4, ,1,2,6,4,3.9,.39,67.4,27.3,.9,38.5,40.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
150,M,B,32,3,0,2,0,0,0,0,0,0,1, ,1,F,0,0,1, ,2,2,3,2, ,1,2,1,2,3.9,.39,67.4,27.3,.9,38.5,40.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
151,M,B,33,3,0,6,6,0,2,1,1,1,2,1000,1,F,0,0,5,34,7,4,8,4, ,1,2,5,4,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
152,M,W,39,4,0,0,2,1,0,0,0,1,2,5000,1,F,1,1,5,12,2,2,3,2, ,2,3,1,2,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
153,F,B,29,3,1,1,8,5,0,0,0,1,3,5000,1,F,0,0,5,54,10,6,11,6, ,7,6,9,6,3.3,.41,68.9,23.9,3.7,37.6,40.2,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
154,M,W,26,3,1,0,0,0,0,0,0,1,3,2000,1,M,0,0,5,.985626283367556,0,1,1,1, ,0,1,0,1,2.8,.42,65.2,10.4,20,37.3,39.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
155,M,W,20,2,0,0,2,0,0,0,0,0,1, ,1,F,0,0,5,60,5,3,6,3, ,1,2,5,4,2.8,.39,90.9,4.5,1.7,39.6,41.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
156,M,W,41,4,1,0,0,0,0,0,0,1,2,2500,1,F,0,0,5,60,4,3,5,3, ,0,1,0,1,3.2,.46,92.6,5.6,.2,46.1,50.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
157,M,B,26,3,0,3,5,0,1,1,0,0,1, ,1,F,0,0,5,48,6,4,7,4, ,1,2,5,4,4,.4,38.4,59.5,.8,39.3,45.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
158,M,B,33,3,0,0,4,1,0,0,0,1,3,1500,1,S,0,0,5,.164271047227926,3,2,4,2, ,2,3,3,3,4.5,.44,61.3,36.3,.6,44.3,48.2,1,0,LIC6866M1,M,M1,1,1,M,0, , , , , ,0, , , , ,1
159,M,W,63,6,0,0,5,0,3,0,3,0,1, ,1,S,0,0,5,.328542094455852,7,4,8,4, ,1,2,5,4,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
160,M,B,25,2,1,6,6,0,1,0,1,0,1, ,1,S,0,0,5,.131416837782341,4,3,5,3,5,4,4,9,6,3,.39,86.3,9.5,1.8,41,44.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
161,M,B,43,4,1,5,0,0,1,1,0,1,2,500,1,M,0,0,5,12,6,4,7,4, ,1,2,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,1,1,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
162,M,B,33,3,0,8,3,1,0,0,0,1,2,1000,1,F,0,0,5,48,6,4,7,4, ,2,3,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
163,F,W,42,4,0,1,2,0,0,0,0,1,2,1000,1,F,0,0,5,60,9,5,10,5, ,1,2,4,3,3.3,.46,57.8,30.6,8.8,36.7,40.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
164,M,B,33,3,0,4,22,5,7,1,6,1,2,2000,1,F,0,0,5,111,8,5,9,5, ,2,3,6,4,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
165,M,B,37,4,0,1,4,3,0,0,0,1,1, ,1,F,0,0,5,36,6,4,7,4, ,2,3,4,3,4.1,.45,74.6,22.5,.7,45.8,48.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
166,M,W,27,3,0,0,1,0,0,0,0,0,1, ,1,S,0,0,5,.328542094455852,2,2,3,2, ,1,2,1,2,4.6,.48,94.6,3.7,.3,42.1,47,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
167,M,B,27,3,1,1,0,0,0,0,0,1,1, ,1,F,0,0,5,60,9,5,10,5,5,1,2,2,2,3,.45,80.3,16.1,.7,44.7,45.9,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
168,F,W,38,4,1,6,19,5,3,3,0,1,3,10000,1,F,0,0,1, ,8,5,9,5, ,2,3,6,4,3.6,.4,62.9,34.1,.3,42.8,48.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
169,M,B,57,6,0,9,8,0,0,0,0,0,1, ,1,S,0,0,1, ,6,4,7,4, ,1,2,4,3,4.3,.46,62.4,34.5,.9,46.7,50.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
170,M,W,29,3,1,0,0,0,0,0,0,1,3,2500,1,M,0,0,5,0,0,1,1,1, ,0,1,0,1,4.3,.46,62.4,34.5,.9,46.7,50.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
171,M,W,31,3,0,0,0,0,0,0,0,1,2,5000,1,F,0,0,5,12,3,2,4,2, ,0,1,0,1,3.2,.5,86.5,4.2,6.5,27.5,31.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
172,F,W,45,4,1,2,0,0,0,0,0,1,1, ,1,F,0,0,5,.985626283367556,3,2,4,2, ,3,4,6,4,3.2,.48,84.8,11.9,.7,48.9,51.7,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
173,M,B,24,2,0,1,4,3,1,0,1,1,1, ,1,F,0,0,5,9,9,5,10,5, ,3,4,8,5,3.7,.44,72.2,25.3,.5,56.7,57.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
174,F,W,29,3,1,0,2,0,0,0,0,1,2,1500,1,F,0,0,5,12,5,3,6,3, ,1,2,1,2,4,.44,92.3,5.6,.3,48.5,51.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
175,M,W,43,4,1,8,11,0,1,0,1,1,1, ,1,F,0,0,5,3,6,4,7,4, ,1,2,4,3,4,.43,92.4,5.1,.6,45.1,48.4,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
176,F,B,40,4,0,0,0,0,0,0,0,1,2,2500,1,F,1,1,1, ,0,1,1,1, ,0,1,0,1,3.1,.43,88.3,6.2,3.5,42.6,46,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
177,F,W,42,4,0,0,0,0,0,0,0,1,3,5000,1,F,0,0,1, ,0,1,1,1, ,1,2,0,1,2.9,.42,94.7,2.3,.8,40.2,42.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
178,F,W,52,5,1,0,0,0,0,0,0,1,2,1000,1,M,0,0,5,6,0,1,1,1, ,0,1,0,1,4.5,.44,97.6,1.2,.2,44.4,47.4,1,0,DWI5450F6,F,F6,1,1,F,1,DWI5450F6,DWI,F6,F,1,0, , , , ,1
179,F,W,25,2,1,0,2,0,1,0,1,1,3,2000,1,M,0,0,5,24,8,5,9,5, ,2,3,5,4,3,.41,94,2.6,1,43.1,45.5,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
180,M,W,23,2,1,0,0,0,0,0,0,0,1, ,1,M,1,0,5,6,0,1,1,1, ,1,2,3,3,3,.41,94,2.6,1,43.1,45.5,1,0,PRT3864M1,M,M1,0,1,M,0, , , , , ,0, , , , ,1
181,M,B,29,3,1,4,0,0,3,3,0,0,1, ,1,M,1,1,5,12,5,3,6,3, ,1,2,5,4,3.2,.37,72.3,19,3.6,34.3,36.6,1,0,CON3210S9,M,S9,1,1,M,0, , , , , ,0, , , , ,1
182,M,W,26,3,1,0,1,0,0,0,0,0,1, ,1,F,0,0,5,24,7,4,8,4, ,4,4,7,5,3.2,.37,72.3,19,3.6,34.3,36.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
183,M,W,26,3,0,2,3,0,0,0,0,0,1, ,1,F,0,0,5,1.97125256673511,9,5,10,5, ,6,5,9,6,3.2,.37,72.3,19,3.6,34.3,36.6,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
184,F,W,52,5,1,0,0,0,0,0,0,1,3,15000,1,F,0,1,1, ,3,2,4,2, ,0,1,0,1,3.3,.4,90.8,4.9,1.2,39.8,41.8,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
185,M,W,27,3,0,5,1,0,0,0,0,1,4, ,0,M,0,0,5,0,8,5,9,5,4,3,4,7,5,5.5,.48,92.3,5.9,.4,38.7,43.4,1,1,NAR3043F9,F,F9,1,1,F,1,NAR3043F9,NAR,F9,F,1,0, , , , ,1
186,M,B,27,3,0,0,2,0,1,0,1,1,3,2000,0,S,0,0,3, ,8,5,9,5, ,2,3,5,4,2.6,.52,69.9,18.7,7.8,30.6,32.1,1,0,PAR4838S9,M,S9,8,1,F,1,NAR3022F5,NAR,F5,F,8,0, , , , ,1
187,F,W,36,4,1,14,6,1,0,0,0,0,1, ,1,F,0,0,5,60,7,4,8,4, ,4,4,5,4,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
188,M,B,23,2,0,4,5,1,0,0,0,0,1, ,1,F,0,0,5,18.9856262833676,9,5,10,5, ,3,4,8,5,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
189,F,B,28,3,0,0,3,2,0,0,0,0,1, ,1,S,0,0,5,.0657084188911704,3,2,4,2, ,4,4,2,2,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
190,F,W,26,3,0,4,4,0,0,0,0,0,1, ,1,F,0,0,5,44,7,4,8,4, ,6,5,9,6,3.4,.41,61.9,30.4,3.5,35.6,38.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
191,F,W,41,4,0,0,3,0,0,0,0,1,3,2500,1,S,0,0,5,0,2,2,3,2, ,2,3,1,2,5.1,.48,45.8,50.8,1.2,37.5,45,1,1,REC6629O1,M,O1,1,1,M,0, , , , , ,0, , , , ,1
192,M,W,31,3,0,0,1,0,0,0,0,1,1, ,1,S,0,0,1, ,2,2,3,2,1,2,3,4,3,4.5,.43,42,50.8,2.4,33.9,38.2,1,0,DWI5450F6,F,F6,8,1,F,1,DWI5450F6,DWI,F6,F,8,0, , , , ,1
193,M,B,23,2,1,0,1,0,1,0,1,1,1, ,1,S,0,0,5,.328542094455852,2,2,3,2, ,2,3,4,3,4.5,.43,42,50.8,2.4,33.9,38.2,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
194,M,B,34,3,1,0,3,0,0,0,0,1,1, ,1,F,0,0,1, ,5,3,6,3,4,1,2,1,2,4.1,.43,49.1,42.4,3.4,32,35.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
195,M,B,30,3,1,3,11,0,2,0,2,0,1, ,1,S,0,0,5,0,8,5,9,5, ,6,5,10,6,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
196,M,B,24,2,0,0,0,0,0,0,0,1,3,500,9, ,0,0,5,0,0,1,1,1, ,0,1,0,1,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,1, , , , ,0, ,0, , , , , ,0, , , , ,0
197,M,B,25,2,0,4,7,0,3,1,2,0,1, ,1,F,1,1,5,12,8,5,9,5, ,5,5,10,6,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
198,M,B,34,3,9,4,4,1,0,0,0,0,1, ,1,F,0,0,5,0,12,6,13,6, ,3,4,7,5,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
199,F,B,50,5,0,2,10,0,0,0,0,0,1, ,1,F,0,0,5,35.4928131416838,7,4,8,4, ,2,3,4,3,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
200,M,B,34,3,1,12,4,2,2,2,0,1,2,1500,1,F,0,0,5,106.492813141684,10,6,11,6, ,5,5,9,6,4.1,.49,49.2,42.5,3.8,28.9,33.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
201,M,B,41,4,0,12,3,2,3,3,0,0,1, ,1,M,0,0,1, ,8,5,9,5, ,2,3,6,4,4.8,.42,40.4,54.6,1.4,33.7,37.3,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
202,M,B,19,2,1,0,1,0,0,0,0,1,3,1500,1,M,1,1,1, ,2,2,3,2, ,1,2,3,3,4.2,.54,85.7,9.5,2.2,25.3,24.1,0,0, , , , ,0, ,0, , , , , ,0, , , , ,0
